coffee_id,Country_of_Origin,Farm_Name,Mill,Company,Altitude,Region,Producer,Number_of_Bags,Bag_Weight,In_Country_Partner,Harvest_Year,Owner,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Defects,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers,Certification_Body,parsed_expiration,parsed_grading_date
70,Guatemala,asoperc,beneficio exportacafe agua santa,exportcafe,1731,huehuetenango,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,8,7.83,7.67,8.33,7.83,8,10,10,10,7.83,0,85.5,0.11,Green,0,1,0,Asociacion Nacional Del Café,2014-02-26,2013-02-26
464,Guatemala,finca el morito,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,0,83.17,0.11,Green,0,2,0,Asociacion Nacional Del Café,2014-04-26,2013-04-26
420,Guatemala,linda vista,linda vista,mercon guatemala s.a.,2100,nuevo oriente,PABLO CHUY,275,0,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Pacas,,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,0,83.25,0.11,Green,0,7,2,Asociacion Nacional Del Café,2017-08-12,2016-08-12
666,Guatemala,la esperanza y anexos,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,MARGARITA DE NUYENS,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,0,82.5,0.11,Green,0,0,0,Asociacion Nacional Del Café,2014-02-26,2013-02-26
1209,Guatemala,la castellana,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,0,78.75,0.12,Green,1,8,0,Asociacion Nacional Del Café,2014-07-05,2013-07-05
244,Guatemala,finca los cerros y anexos,beneficio exportacafe agua santa,exportcafe,1707,huehuetenango,OTONIEL VILLATORO LOPEZ,275,69,Asociacion Nacional Del Café,2015,juan luis alvarado romero,Caturra,,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,0,84,0.12,Green,0,7,0,Asociacion Nacional Del Café,2016-06-09,2015-06-10
1255,Guatemala,various,las americas,outspan guatemala s.a.,1219,oriente,VARIOS,275,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Other,,Washed / Wet,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,0,77.33,0.1,Green,1,2,0,Asociacion Nacional Del Café,2015-04-08,2014-04-08
1182,Guatemala,conquista / morito,beneficio ixchel,"unex guatemala, s.a.",NULL,oriente,Conquista/ Morito,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,0,79.33,0.11,Green,0,6,0,Asociacion Nacional Del Café,2013-01-12,2012-01-13
1310,Guatemala,finca el limon,beneficio serben,unicafe,1417,nuevo oriente,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Catuai,,Washed / Wet,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,0,59.83,0.1,Green,0,4,0,Asociacion Nacional Del Café,2013-05-24,2012-05-24
1066,Guatemala,finca el naranjal,beneficio exportacafe agua santa,exportcafe,1384,huehuetenango,BYRON ALONZO SOLIS,275,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Bourbon,,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,0,80.58,0.11,Green,0,5,0,Asociacion Nacional Del Café,2015-01-28,2014-01-28
211,Guatemala,piamonte,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,0,84.17,0.13,Green,0,1,0,Asociacion Nacional Del Café,2018-06-01,2017-06-01
1078,Guatemala,barranca de las flores,beneficio exportacafe agua santa,exportcafe,1859,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,250,1,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,0,80.5,0.12,Green,1,1,0,Asociacion Nacional Del Café,2014-02-13,2013-02-13
889,Guatemala,finca el morito,beneficio el morito,finca el morito,1753,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,0,81.67,0.11,Green,0,4,0,Asociacion Nacional Del Café,2013-10-05,2012-10-05
442,Guatemala,beneficio el torreon,beneficio ixchel,"unex guatemala, s.a.",1901,oriente,AGROINDUSTRIAS CAFETALERAS,275,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,0,83.17,0.1,Green,0,1,0,Asociacion Nacional Del Café,2018-08-24,2017-08-24
246,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Bourbon,,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,0,84,0.1,Green,0,1,0,Asociacion Nacional Del Café,2015-08-08,2014-08-08
582,Guatemala,las delicias,beneficio ixchel,"unex guatemala, s.a.",1219,santa rosa,OTTO BECKER,50,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,0,82.75,0.1,Green,0,1,0,Asociacion Nacional Del Café,2018-09-08,2017-09-08
919,Guatemala,various,las americas,outspan guatemala s.a.,1219,oriente,VARIOS,250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Other,,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,0,81.5,0.12,Green,0,0,0,Asociacion Nacional Del Café,2015-09-23,2014-09-23
1263,Guatemala,conquista / morito,beneficio ixchel,asociación nacional del café - anacafe -,NULL,oriente,Conquista/Morito,250,2,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,0,76.5,0.12,None,0,4,0,Asociacion Nacional Del Café,2013-01-02,2012-01-03
677,Guatemala,las merceditas,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,0,82.42,0.12,Green,0,0,0,Asociacion Nacional Del Café,2018-06-01,2017-06-01
59,Guatemala,finca el limon,beneficio serben,unicafe,1417,nuevo oriente,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Catuai,,Washed / Wet,8,8,7.83,8.33,7.83,7.83,10,10,10,8,0,85.83,0.1,Bluish-Green,0,1,0,Asociacion Nacional Del Café,2013-06-05,2012-06-05
58,Guatemala,valparaiso,beneficio valparaiso,sertrasa,1524,acatenango,SERTRASA,150,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.83,8,8,8.17,7.83,8,10,10,10,8,0,85.83,0.12,Green,0,3,0,Asociacion Nacional Del Café,2013-07-03,2012-07-03
1228,Guatemala,various,las americas,outspan guatemala s.a.,1219,oriente,VARIOS,275,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Other,,Washed / Wet,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,0,78.33,0.1,Green,0,2,0,Asociacion Nacional Del Café,2015-02-27,2014-02-27
873,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",1219,santa rosa,JESUS RAMIREZ,80,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,0,81.67,0.12,Green,0,3,1,Asociacion Nacional Del Café,2018-06-05,2017-06-05
525,Guatemala,la igualdad,beneficio la igualdad,"nuevos mercados, s.a.",1372,"la reforma, san marcos","NUEVOS MERCADOS, S.A.",275,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,0,83,0.1,Green,0,2,0,Asociacion Nacional Del Café,2013-04-27,2012-04-27
227,Guatemala,la union monte verde,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,0,84.17,0.11,Green,0,4,0,Asociacion Nacional Del Café,2014-05-09,2013-05-09
595,Guatemala,el morito,el morito,"armajaro guatemala, s. a.",1524,jalapa,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Pacas,,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,0,82.75,0.13,Green,0,2,0,Asociacion Nacional Del Café,2015-06-16,2014-06-16
1239,Guatemala,various,las americas,outspan guatemala s.a.,1219,oriente,VARIOS,275,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Other,,Washed / Wet,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,0,78,0.1,Green,1,2,0,Asociacion Nacional Del Café,2015-02-07,2014-02-07
1161,Guatemala,la castellana,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,0,79.67,0.11,Green,0,6,0,Asociacion Nacional Del Café,2014-06-27,2013-06-27
1091,Guatemala,la castellana,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,0,80.33,0.11,Green,1,4,0,Asociacion Nacional Del Café,2014-06-06,2013-06-06
970,Guatemala,finca medina,beneficio 2000,"siembras vision, s.a.",1524,"sacatepequez, guatemala","SIEMBRAS VISION, S.A.",250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Caturra,,Washed / Wet,7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,0,81.25,0.11,Green,0,4,0,Asociacion Nacional Del Café,2014-03-04,2013-03-04
356,Guatemala,la esperanza,beneficio ixchel,"unex guatemala, s.a.",1219,oriente,MARGARITA AVILA DE NUYENS,250,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,0,83.5,0.1,Bluish-Green,0,5,2,Asociacion Nacional Del Café,2017-03-16,2016-03-16
1002,Guatemala,chapultepec,beneficio ixchel,"unex guatemala, s.a.",1000,norte,CHAPULTEPEC,120,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Bourbon,,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,0,81,0.09,Green,0,8,0,Asociacion Nacional Del Café,2017-08-02,2016-08-02
428,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",1500,antigua,"SIEMBRAS VISIÓN, S.A.",26,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Caturra,,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,0,83.25,0.1,Green,0,1,0,Asociacion Nacional Del Café,2015-03-07,2014-03-07
139,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,0,84.67,0.11,Green,0,4,0,Asociacion Nacional Del Café,2013-07-17,2012-07-17
566,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,80,69,Asociacion Nacional Del Café,2015,juan luis alvarado romero,Bourbon,,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,0,82.83,0.11,Green,0,2,0,Asociacion Nacional Del Café,2016-07-19,2015-07-20
1249,Guatemala,el sacramento,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,1,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,0,77.83,0.11,Green,0,2,0,Asociacion Nacional Del Café,2014-02-07,2013-02-07
446,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",1500,antigua,FINCA MEDINA,250,1500,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Caturra,,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,0,83.17,0.11,Green,2,3,2,Asociacion Nacional Del Café,2017-05-23,2016-05-23
657,Guatemala,la esperanza,beneficio ixchel,"unex guatemala, s.a.",1219,oriente,MARGARITA AVILA DE NUYENS,50,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,0,82.5,0.1,Green,0,2,2,Asociacion Nacional Del Café,2017-03-16,2016-03-16
1275,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,0,75.58,0.11,Green,0,15,0,Asociacion Nacional Del Café,2013-07-09,2012-07-09
1288,Guatemala,la castellana,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,0,74.33,0.11,Green,1,1,0,Asociacion Nacional Del Café,2014-06-06,2013-06-06
1265,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,69,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,0,76.33,0.11,Green,0,8,0,Asociacion Nacional Del Café,2013-04-30,2012-04-30
505,Guatemala,nueva granada,tradicional,"agricola nueva granada, s.a.",1372,"el tumbador, san marcos","Agricola Nueva Granada, S. A.",200,69,Asociacion Nacional Del Café,2015,juan luis alvarado romero,Catuai,,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,0,83,0.11,Green,0,2,0,Asociacion Nacional Del Café,2016-06-04,2015-06-05
1231,Guatemala,conquista / morito,beneficio ixchel,"unex guatemala, s.a.",NULL,oriente,Conquista/ Morito,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,0,78.33,0.11,Green,0,9,0,Asociacion Nacional Del Café,2013-01-12,2012-01-13
834,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",518,oriente,JESUS RAMIREZ,25,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,0,81.83,0.1,Green,1,1,0,Asociacion Nacional Del Café,2018-08-22,2017-08-22
452,Guatemala,"la esperanza, margarita nuyes",beneficio ixchel,"unex guatemala, s.a.",1650,oriente,PAPATURRO,100,69,Asociacion Nacional Del Café,2015,juan luis alvarado romero,Bourbon,,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,0,83.17,0.12,Green,0,3,0,Asociacion Nacional Del Café,2016-09-28,2015-09-29
583,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",1219,oriente,JESUS RAMIREZ,25,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,0,82.75,0.1,Green,0,1,0,Asociacion Nacional Del Café,2018-08-22,2017-08-22
579,Guatemala,providencia,beneficio 2000,inmobiliaria e inversiones dos mil s.a.,1100,santa rosa,PLANTACIONES AGROPECUARIAS S.A,275,69,Asociacion Nacional Del Café,,juan luis alvarado romero,Caturra,,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,0,82.75,0.1,Green,0,3,1,Asociacion Nacional Del Café,2019-01-09,2018-01-09
511,Guatemala,grupo medina (pequeños productores),beneficio siembras vision (154),"siembras vision, s.a.",1500,antigua,GRUPO MEDINA,26,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,0,83,0.1,Green,1,0,0,Asociacion Nacional Del Café,2015-03-07,2014-03-07
1058,Guatemala,chiquimulja / alpha cafe / senfro,NULL,"unex guatemala, s.a.",NULL,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,0,80.67,0.11,Green,0,2,0,Asociacion Nacional Del Café,2013-01-24,2012-01-25
552,Guatemala,finca los cerros y anexos,beneficio exportacafe agua santa,exportcafe,1707,huehuetenango,OTTONIEL VILLATORO LOPEZ,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,0,82.92,0.11,Green,0,2,0,Asociacion Nacional Del Café,2014-03-11,2013-03-11
914,Guatemala,las delicias,beneficio ixchel,"unex guatemala, s.a.",NULL,santa rosa,AGRICOLA MONTE VERDE,50,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,NULL,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,0,81.5,0.12,Green,0,0,0,Asociacion Nacional Del Café,2018-06-01,2017-06-01
324,Guatemala,finca las cuevitas,beneficio exportacafe agua santa,exportcafe,1357,huehuetenango,FRANCISCO LUIS MARTINEZ LOPEZ,275,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Bourbon,,Washed / Wet,8,7.5,7.33,8,8,8,9.33,10,10,7.5,0,83.67,0.1,Green,0,0,0,Asociacion Nacional Del Café,2015-02-27,2014-02-27
1193,Guatemala,las merceditas,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,0,79.08,0.1,Green,0,1,0,Asociacion Nacional Del Café,2018-08-23,2017-08-23
723,Guatemala,el morito,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,0,82.33,0.12,Green,2,1,0,Asociacion Nacional Del Café,2014-07-16,2013-07-16
327,Guatemala,la union monte verde,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.67,7.42,7.67,8,7.75,10,10,10,7.5,0,83.67,0.12,Green,1,3,0,Asociacion Nacional Del Café,2014-05-30,2013-05-30
585,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",518,el progreso,JESUS RAMIREZ,25,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,0,82.75,0.12,Green,0,0,0,Asociacion Nacional Del Café,2018-06-01,2017-06-01
580,Guatemala,linda vista,linda vista,mercon guatemala s.a.,1800,santa rosa,PABLO ARTURO CHUY FLORES,275,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Caturra,,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,0,82.75,0.11,Green,0,8,0,Asociacion Nacional Del Café,2018-10-17,2017-10-17
1075,Guatemala,various,las americas,outspan guatemala s.a.,1219,oriente,VARIOS,275,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Other,,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,0,80.5,0.11,Green,0,3,0,Asociacion Nacional Del Café,2015-04-23,2014-04-23
670,Guatemala,various,NULL,"waelti schoenfeld exportadores de cafe, s.a.",NULL,oriente,VARIOUS,275,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Caturra,,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,0,82.5,0.11,Green,0,5,0,Asociacion Nacional Del Café,2013-03-26,2012-03-26
904,Guatemala,el morito,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,0,81.58,0.12,Green,0,1,0,Asociacion Nacional Del Café,2014-07-16,2013-07-16
390,Guatemala,el morito,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,0,83.42,0.11,Green,0,0,0,Asociacion Nacional Del Café,2014-07-16,2013-07-16
936,Guatemala,nueva granada,beneficio nueva granada,"agricola nueva granada, s.a.",1372,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",450,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Catuai,,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,0,81.42,0.1,Green,0,0,0,Asociacion Nacional Del Café,2017-03-17,2016-03-17
897,Guatemala,la esperanza,beneficio ixchel,"unex guatemala, s.a.",NULL,huehuetenango,"AGRICOLA EL PILAR, SA.",25,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,0,81.58,0.12,Green,0,0,0,Asociacion Nacional Del Café,2018-06-01,2017-06-01
461,Guatemala,nueva granada,beneficio nueva granada,"agricola nueva granada, s.a.",1524,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",200,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Catuai,,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,0,83.17,0.09,Green,0,1,0,Asociacion Nacional Del Café,2015-03-27,2014-03-27
942,Guatemala,santo tomas pachuj,humedo: finca santo tomas pachuj y seco: beneficio palinsa,cafcom,1550,"san lucas toliman, solola","PACHUJ, S. A.",250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Bourbon,,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,0,81.42,0.1,Green,0,6,0,Asociacion Nacional Del Café,2015-05-26,2014-05-26
1241,Guatemala,la union monte verde,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,0,78,0.11,Green,3,9,0,Asociacion Nacional Del Café,2014-04-29,2013-04-29
737,Guatemala,linda vista,beneficio humedo,mercon guatemala s.a.,1450,nuevo oriente,PABLO CHUY,275,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Pacas,,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,0,82.25,0.11,Green,0,2,2,Asociacion Nacional Del Café,2017-08-31,2016-08-31
945,Guatemala,la union monte verde,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,OTTO BECKER,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,0,81.42,0.12,Green,0,4,0,Asociacion Nacional Del Café,2014-10-07,2013-10-07
216,Guatemala,chapultepec,beneficio ixchel,"unex guatemala, s.a.",1000,norte,CHAPULTEPEC,130,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Bourbon,,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,0,84.17,0.1,Green,0,2,0,Asociacion Nacional Del Café,2017-06-01,2016-06-01
1109,Guatemala,el morito,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,0,80.17,0.11,Green,0,2,0,Asociacion Nacional Del Café,2014-08-07,2013-08-07
